gameid, time, roundNum, sender, contents
4401-1,1438802476185,1,director,"1st is person sitting, feet to left"
4401-1,1438802492997,1,matcher,"got it"
4401-1,1438802507528,1,director,"second is person dancing, foot in air facing right"
4401-1,1438802550057,1,director,"third is a clump with a triangle and a square, it's wide"
4401-1,1438802567737,1,director,"4th is a person flying, arms wide out"
4401-1,1438802584824,1,director,"5th is a vampire, cape raised up"
4401-1,1438802600681,1,director,"6th is just a long even block with a head"
4401-1,1438802613817,1,director,"7th is a teacher, facing left with a square head"
4401-1,1438802622841,1,director,"8th is a horse maybe"
4401-1,1438802639081,1,director,"9th is 2 triangles facing right with square head"
4401-1,1438802658891,1,director,"10 is a person holding a flag, head down and to left"
4401-1,1438802671475,1,director,"11 is person kneeling, pointing right"
4401-1,1438802683362,1,director,"last is a person with a bow in hair, facing right"
4401-1,1438802698519,1,matcher,"okay good descriptions thanks"
4401-1,1438802719411,2,director,"1 is horse, square head person on left side"
4401-1,1438802729355,2,director,"2 is the vampire, cape, square head"
4401-1,1438802738091,2,director,"3 is person facing right with bow in hair"
4401-1,1438802750979,2,director,"4 is long even black body with square head"
4401-1,1438802764355,2,director,"5 is a person with a square head, their arms out facing left"
4401-1,1438802773540,2,director,"6 is person kneeling, square head pointing right"
4401-1,1438802791814,2,director,"7 looks like a monster facing right, it's mouth open with triangle hanging"
4401-1,1438802802476,2,director,"8 is person dancing, foot facing right in the air"
4401-1,1438802818845,2,director,"9 is square head, 2 triangles point right"
4401-1,1438802833269,2,director,"10 is person sitting, facing left"
4401-1,1438802839589,2,director,"11 is person flying, arms up"
4401-1,1438802852039,2,director,"12 is person standing, leg up facing left, head down"
